,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
5008,2011-12-02 18:00:00,4,0,1,1,16.4,20.455,50,0.0,10,362,372
5010,2011-12-02 20:00:00,4,0,1,1,15.58,19.695,40,19.0012,12,178,190
5013,2011-12-02 23:00:00,4,0,1,1,13.12,15.15,53,19.0012,14,81,95
5014,2011-12-03 00:00:00,4,0,0,1,12.3,14.395,56,16.9979,10,65,75
5015,2011-12-03 01:00:00,4,0,0,1,10.66,12.88,65,12.998,9,62,71
5016,2011-12-03 02:00:00,4,0,0,1,10.66,12.88,65,11.0014,9,41,50
5017,2011-12-03 03:00:00,4,0,0,1,9.84,12.12,70,8.9981,4,5,9
5018,2011-12-03 04:00:00,4,0,0,1,9.02,11.365,75,8.9981,1,7,8
5019,2011-12-03 05:00:00,4,0,0,1,9.84,12.88,70,6.0032,0,6,6
5020,2011-12-03 06:00:00,4,0,0,1,9.84,12.88,65,7.0015,1,10,11
5021,2011-12-03 07:00:00,4,0,0,1,9.02,12.88,75,6.0032,2,24,26
5022,2011-12-03 08:00:00,4,0,0,1,9.84,12.88,75,6.0032,1,62,63
5023,2011-12-03 09:00:00,4,0,0,1,10.66,13.635,70,7.0015,25,99,124
5025,2011-12-03 11:00:00,4,0,0,1,13.12,16.665,57,6.0032,48,227,275
5027,2011-12-03 13:00:00,4,0,0,1,14.76,18.18,50,6.0032,70,222,292
5028,2011-12-03 14:00:00,4,0,0,1,14.76,18.94,46,0.0,92,251,343
5029,2011-12-03 15:00:00,4,0,0,1,15.58,19.695,46,0.0,100,237,337
5030,2011-12-03 16:00:00,4,0,0,1,15.58,19.695,46,0.0,75,230,305
5036,2011-12-03 22:00:00,4,0,0,2,13.12,16.665,61,6.0032,17,97,114
5037,2011-12-03 23:00:00,4,0,0,1,12.3,15.15,70,8.9981,12,73,85
5039,2011-12-04 01:00:00,4,0,0,1,12.3,15.91,75,6.0032,20,54,74
5040,2011-12-04 02:00:00,4,0,0,1,10.66,15.15,81,0.0,11,51,62
5041,2011-12-04 03:00:00,4,0,0,1,11.48,15.91,75,0.0,7,34,41
5042,2011-12-04 04:00:00,4,0,0,1,10.66,15.15,87,0.0,2,9,11
5043,2011-12-04 05:00:00,4,0,0,1,10.66,15.15,81,0.0,2,2,4
5044,2011-12-04 06:00:00,4,0,0,1,9.84,14.395,93,0.0,1,3,4
5045,2011-12-04 07:00:00,4,0,0,1,10.66,15.15,87,0.0,3,23,26
5046,2011-12-04 08:00:00,4,0,0,1,10.66,15.15,87,0.0,7,48,55
5047,2011-12-04 09:00:00,4,0,0,1,12.3,16.665,81,0.0,12,114,126
5050,2011-12-04 12:00:00,4,0,0,1,14.76,17.425,81,11.0014,82,247,329
5051,2011-12-04 13:00:00,4,0,0,1,16.4,20.455,66,15.0013,88,269,357
5054,2011-12-04 16:00:00,4,0,0,1,17.22,21.21,58,15.0013,64,266,330
5057,2011-12-04 19:00:00,4,0,0,1,15.58,19.695,76,0.0,15,158,173
5058,2011-12-04 20:00:00,4,0,0,1,14.76,17.425,76,8.9981,8,116,124
5060,2011-12-04 22:00:00,4,0,0,1,13.94,17.425,87,7.0015,5,59,64
5065,2011-12-05 03:00:00,4,0,1,1,13.12,17.425,87,0.0,0,2,2
5068,2011-12-05 06:00:00,4,0,1,1,12.3,15.91,93,6.0032,1,89,90
5069,2011-12-05 07:00:00,4,0,1,1,13.12,17.425,90,0.0,9,274,283
5071,2011-12-05 09:00:00,4,0,1,2,14.76,18.18,87,6.0032,12,178,190
5074,2011-12-05 12:00:00,4,0,1,2,16.4,20.455,76,7.0015,29,125,154
5075,2011-12-05 13:00:00,4,0,1,2,17.22,21.21,71,6.0032,18,153,171
5076,2011-12-05 14:00:00,4,0,1,2,18.86,22.725,67,0.0,7,126,133
5077,2011-12-05 15:00:00,4,0,1,2,18.86,22.725,72,6.0032,16,132,148
5079,2011-12-05 17:00:00,4,0,1,1,17.22,21.21,77,0.0,16,430,446
5080,2011-12-05 18:00:00,4,0,1,1,18.04,21.97,77,0.0,13,386,399
5081,2011-12-05 19:00:00,4,0,1,2,18.86,22.725,77,0.0,13,295,308
5084,2011-12-05 22:00:00,4,0,1,2,18.04,21.97,88,8.9981,12,94,106
5090,2011-12-06 04:00:00,4,0,1,3,18.86,22.725,88,15.0013,0,7,7
5096,2011-12-06 10:00:00,4,0,1,3,18.86,22.725,94,19.0012,6,44,50
5097,2011-12-06 11:00:00,4,0,1,3,18.86,22.725,94,16.9979,4,28,32
5098,2011-12-06 12:00:00,4,0,1,3,18.86,22.725,100,15.0013,5,50,55
5099,2011-12-06 13:00:00,4,0,1,3,18.86,22.725,100,12.998,6,65,71
5101,2011-12-06 15:00:00,4,0,1,3,20.5,24.24,100,12.998,2,43,45
5102,2011-12-06 16:00:00,4,0,1,3,18.86,22.725,100,16.9979,4,84,88
5103,2011-12-06 17:00:00,4,0,1,2,18.86,22.725,100,15.0013,13,249,262
5104,2011-12-06 18:00:00,4,0,1,2,18.86,22.725,100,19.0012,17,287,304
5105,2011-12-06 19:00:00,4,0,1,3,18.86,22.725,100,19.9995,10,223,233
5106,2011-12-06 20:00:00,4,0,1,3,18.86,22.725,100,19.9995,3,107,110
5107,2011-12-06 21:00:00,4,0,1,2,18.04,21.97,100,12.998,6,108,114
5108,2011-12-06 22:00:00,4,0,1,3,18.86,22.725,100,11.0014,5,82,87
5109,2011-12-06 23:00:00,4,0,1,3,18.86,22.725,100,11.0014,5,48,53
5110,2011-12-07 00:00:00,4,0,1,1,18.04,21.97,100,12.998,3,30,33
5112,2011-12-07 02:00:00,4,0,1,3,18.86,22.725,100,15.0013,2,4,6
5113,2011-12-07 03:00:00,4,0,1,3,18.86,22.725,100,15.0013,0,3,3
5115,2011-12-07 05:00:00,4,0,1,3,18.86,22.725,100,11.0014,0,3,3
5117,2011-12-07 07:00:00,4,0,1,3,18.04,21.97,100,7.0015,3,43,46
5118,2011-12-07 08:00:00,4,0,1,3,18.04,21.97,100,0.0,6,80,86
5119,2011-12-07 09:00:00,4,0,1,3,18.04,21.97,100,16.9979,0,64,64
5122,2011-12-07 12:00:00,4,0,1,3,18.04,21.97,100,8.9981,4,29,33
5123,2011-12-07 13:00:00,4,0,1,3,18.04,21.97,100,12.998,5,28,33
5125,2011-12-07 15:00:00,4,0,1,3,17.22,21.21,94,15.0013,5,25,30
5126,2011-12-07 16:00:00,4,0,1,3,17.22,21.21,94,12.998,3,28,31
5127,2011-12-07 17:00:00,4,0,1,3,16.4,20.455,100,22.0028,4,48,52
5129,2011-12-07 19:00:00,4,0,1,3,13.94,14.395,87,43.0006,2,31,33
5131,2011-12-07 21:00:00,4,0,1,3,12.3,12.88,87,35.0008,0,6,6
5132,2011-12-07 22:00:00,4,0,1,3,9.84,9.85,93,30.0026,0,13,13
5134,2011-12-08 00:00:00,4,0,1,2,10.66,11.365,87,19.9995,0,21,21
5135,2011-12-08 01:00:00,4,0,1,1,10.66,11.365,81,23.9994,1,6,7
5136,2011-12-08 02:00:00,4,0,1,1,11.48,13.635,65,15.0013,0,4,4
5137,2011-12-08 03:00:00,4,0,1,1,10.66,11.365,60,19.9995,0,1,1
5138,2011-12-08 04:00:00,4,0,1,2,9.84,9.85,60,31.0009,0,2,2
5139,2011-12-08 05:00:00,4,0,1,1,9.02,10.605,64,15.0013,0,12,12
5140,2011-12-08 06:00:00,4,0,1,1,9.02,10.605,55,19.0012,0,71,71
5141,2011-12-08 07:00:00,4,0,1,1,9.02,10.605,60,15.0013,11,233,244
5142,2011-12-08 08:00:00,4,0,1,1,9.02,10.605,55,19.0012,11,418,429
5143,2011-12-08 09:00:00,4,0,1,1,9.84,10.605,52,26.0027,7,218,225
5144,2011-12-08 10:00:00,4,0,1,1,10.66,11.365,52,22.0028,1,109,110
5145,2011-12-08 11:00:00,4,0,1,1,11.48,13.635,52,16.9979,6,100,106
5146,2011-12-08 12:00:00,4,0,1,1,11.48,12.88,52,22.0028,8,148,156
5147,2011-12-08 13:00:00,4,0,1,1,12.3,13.635,49,23.9994,9,115,124
5149,2011-12-08 15:00:00,4,0,1,1,13.12,16.665,45,8.9981,19,98,117
5150,2011-12-08 16:00:00,4,0,1,1,13.12,15.91,45,12.998,7,201,208
5152,2011-12-08 18:00:00,4,0,1,1,11.48,13.635,52,15.0013,12,306,318
5155,2011-12-08 21:00:00,4,0,1,1,11.48,15.15,61,6.0032,4,135,139
5156,2011-12-08 22:00:00,4,0,1,1,10.66,13.635,65,8.9981,8,84,92
5158,2011-12-09 00:00:00,4,0,1,1,9.84,14.395,65,0.0,8,26,34
5159,2011-12-09 01:00:00,4,0,1,1,9.84,14.395,65,0.0,2,12,14
5160,2011-12-09 02:00:00,4,0,1,1,9.84,14.395,70,0.0,2,10,12
5161,2011-12-09 03:00:00,4,0,1,1,9.02,13.635,80,0.0,1,5,6
5163,2011-12-09 05:00:00,4,0,1,1,9.02,13.635,80,0.0,0,20,20
5165,2011-12-09 07:00:00,4,0,1,1,9.02,12.88,75,6.0032,4,195,199
5167,2011-12-09 09:00:00,4,0,1,1,10.66,14.395,81,6.0032,8,256,264
5168,2011-12-09 10:00:00,4,0,1,2,12.3,15.15,70,11.0014,11,115,126
5169,2011-12-09 11:00:00,4,0,1,1,13.12,15.15,70,16.9979,15,121,136
5171,2011-12-09 13:00:00,4,0,1,1,15.58,19.695,50,12.998,27,141,168
5175,2011-12-09 17:00:00,4,0,1,1,13.94,17.425,66,7.0015,10,352,362
5177,2011-12-09 19:00:00,4,0,1,1,13.94,18.18,61,0.0,10,189,199
5178,2011-12-09 20:00:00,4,0,1,1,12.3,16.665,81,0.0,10,140,150
5179,2011-12-09 21:00:00,4,0,1,1,12.3,16.665,75,0.0,9,131,140
5181,2011-12-09 23:00:00,4,0,1,1,11.48,15.91,81,0.0,6,88,94
5182,2011-12-10 00:00:00,4,0,0,2,10.66,13.635,81,7.0015,11,66,77
5183,2011-12-10 01:00:00,4,0,0,2,10.66,12.88,70,11.0014,11,55,66
5184,2011-12-10 02:00:00,4,0,0,2,11.48,15.15,61,6.0032,12,48,60
5185,2011-12-10 03:00:00,4,0,0,2,11.48,15.15,61,6.0032,5,20,25
5187,2011-12-10 05:00:00,4,0,0,1,10.66,12.88,60,11.0014,0,6,6
5189,2011-12-10 07:00:00,4,0,0,1,9.84,11.365,65,12.998,0,11,11
5190,2011-12-10 08:00:00,4,0,0,1,10.66,13.635,65,8.9981,5,68,73
5193,2011-12-10 11:00:00,4,0,0,1,13.12,14.395,53,27.9993,44,192,236
5195,2011-12-10 13:00:00,4,0,0,1,13.94,15.15,34,27.9993,47,239,286
5196,2011-12-10 14:00:00,4,0,0,1,13.94,15.15,31,22.0028,51,242,293
5197,2011-12-10 15:00:00,4,0,0,1,13.94,15.15,34,23.9994,60,239,299
5198,2011-12-10 16:00:00,4,0,0,1,13.12,14.395,31,26.0027,58,183,241
5200,2011-12-10 18:00:00,4,0,0,1,10.66,12.88,38,15.0013,28,144,172
5203,2011-12-10 21:00:00,4,0,0,1,9.02,10.605,44,15.0013,4,79,83
5204,2011-12-10 22:00:00,4,0,0,1,9.02,11.365,41,8.9981,7,88,95
5207,2011-12-11 01:00:00,4,0,0,1,6.56,7.575,59,15.0013,8,54,62
5208,2011-12-11 02:00:00,4,0,0,1,7.38,8.335,55,16.9979,5,47,52
5210,2011-12-11 04:00:00,4,0,0,1,6.56,8.335,59,11.0014,0,5,5
5211,2011-12-11 05:00:00,4,0,0,1,7.38,10.605,59,7.0015,0,6,6
5212,2011-12-11 06:00:00,4,0,0,1,6.56,11.365,59,0.0,0,10,10
5214,2011-12-11 08:00:00,4,0,0,1,6.56,11.365,69,0.0,4,68,72
5216,2011-12-11 10:00:00,4,0,0,1,9.84,14.395,44,0.0,30,164,194
5218,2011-12-11 12:00:00,4,0,0,1,10.66,15.15,35,0.0,42,246,288
5223,2011-12-11 17:00:00,4,0,0,1,11.48,15.91,30,0.0,13,150,163
5225,2011-12-11 19:00:00,4,0,0,1,9.02,11.365,55,12.998,7,98,105
5228,2011-12-11 22:00:00,4,0,0,1,9.02,13.635,55,0.0,7,36,43
5229,2011-12-11 23:00:00,4,0,0,1,8.2,12.88,69,0.0,4,31,35
5231,2011-12-12 01:00:00,4,0,1,1,8.2,12.88,69,0.0,0,9,9
5233,2011-12-12 03:00:00,4,0,1,1,7.38,12.12,74,0.0,0,2,2
5234,2011-12-12 04:00:00,4,0,1,1,7.38,12.12,74,0.0,0,3,3
5236,2011-12-12 06:00:00,4,0,1,1,6.56,9.09,80,7.0015,1,63,64
5238,2011-12-12 08:00:00,4,0,1,2,6.56,9.09,80,7.0015,7,378,385
5240,2011-12-12 10:00:00,4,0,1,2,9.02,12.12,69,7.0015,14,91,105
5242,2011-12-12 12:00:00,4,0,1,1,11.48,14.395,52,7.0015,7,138,145
5244,2011-12-12 14:00:00,4,0,1,2,13.12,16.665,53,8.9981,16,95,111
5245,2011-12-12 15:00:00,4,0,1,2,13.12,16.665,57,7.0015,8,124,132
5246,2011-12-12 16:00:00,4,0,1,2,13.12,16.665,57,6.0032,5,209,214
5247,2011-12-12 17:00:00,4,0,1,2,12.3,16.665,56,0.0,7,352,359
5248,2011-12-12 18:00:00,4,0,1,1,12.3,15.91,56,6.0032,8,349,357
5249,2011-12-12 19:00:00,4,0,1,1,11.48,15.15,61,6.0032,9,232,241
5250,2011-12-12 20:00:00,4,0,1,1,12.3,15.91,56,6.0032,8,157,165
5251,2011-12-12 21:00:00,4,0,1,1,10.66,15.15,81,0.0,2,119,121
5252,2011-12-12 22:00:00,4,0,1,1,10.66,15.15,70,0.0,0,71,71
5253,2011-12-12 23:00:00,4,0,1,1,9.84,14.395,75,0.0,3,42,45
5254,2011-12-13 00:00:00,4,0,1,1,9.02,13.635,80,0.0,1,16,17
5258,2011-12-13 04:00:00,4,0,1,1,8.2,12.88,80,0.0,0,4,4
5259,2011-12-13 05:00:00,4,0,1,1,7.38,12.12,86,0.0,0,20,20
5261,2011-12-13 07:00:00,4,0,1,1,6.56,8.335,80,11.0014,2,221,223
5262,2011-12-13 08:00:00,4,0,1,1,8.2,11.365,69,7.0015,9,391,400
5265,2011-12-13 11:00:00,4,0,1,1,13.94,15.91,46,16.9979,9,115,124
5267,2011-12-13 13:00:00,4,0,1,1,16.4,20.455,37,22.0028,7,120,127
5268,2011-12-13 14:00:00,4,0,1,1,16.4,20.455,37,16.9979,18,116,134
5270,2011-12-13 16:00:00,4,0,1,1,15.58,19.695,37,16.9979,13,194,207
5272,2011-12-13 18:00:00,4,0,1,1,13.94,15.91,42,15.0013,12,370,382
5274,2011-12-13 20:00:00,4,0,1,1,13.12,15.91,49,11.0014,7,154,161
5275,2011-12-13 21:00:00,4,0,1,1,12.3,15.15,52,11.0014,5,134,139
5276,2011-12-13 22:00:00,4,0,1,1,12.3,15.15,52,11.0014,5,102,107
5277,2011-12-13 23:00:00,4,0,1,1,10.66,15.15,70,0.0,4,55,59
5279,2011-12-14 01:00:00,4,0,1,1,10.66,15.15,75,0.0,0,8,8
5280,2011-12-14 02:00:00,4,0,1,1,10.66,15.15,75,0.0,0,2,2
5281,2011-12-14 03:00:00,4,0,1,1,11.48,15.91,65,0.0,0,3,3
5283,2011-12-14 05:00:00,4,0,1,2,10.66,15.15,81,0.0,0,26,26
5284,2011-12-14 06:00:00,4,0,1,2,10.66,15.15,87,0.0,0,87,87
5286,2011-12-14 08:00:00,4,0,1,2,10.66,15.15,87,0.0,9,458,467
5288,2011-12-14 10:00:00,4,0,1,2,13.12,17.425,57,0.0,9,133,142
5289,2011-12-14 11:00:00,4,0,1,2,13.94,18.18,55,0.0,12,103,115
5290,2011-12-14 12:00:00,4,0,1,2,14.76,18.18,57,6.0032,6,138,144
5291,2011-12-14 13:00:00,4,0,1,2,14.76,18.18,57,7.0015,14,119,133
5292,2011-12-14 14:00:00,4,0,1,2,15.58,19.695,54,6.0032,17,134,151
5294,2011-12-14 16:00:00,4,0,1,2,15.58,19.695,54,7.0015,12,233,245
5296,2011-12-14 18:00:00,4,0,1,2,14.76,17.425,62,11.0014,11,379,390
5297,2011-12-14 19:00:00,4,0,1,2,14.76,18.18,62,7.0015,9,259,268
5298,2011-12-14 20:00:00,4,0,1,2,13.94,17.425,66,7.0015,6,169,175
5300,2011-12-14 22:00:00,4,0,1,1,13.94,16.665,66,11.0014,5,99,104
5301,2011-12-14 23:00:00,4,0,1,1,13.12,15.91,70,11.0014,3,48,51
5302,2011-12-15 00:00:00,4,0,1,1,13.12,15.91,70,11.0014,5,45,50
5303,2011-12-15 01:00:00,4,0,1,2,13.12,15.91,70,11.0014,5,15,20
5305,2011-12-15 03:00:00,4,0,1,2,13.12,16.665,70,8.9981,1,2,3
5306,2011-12-15 04:00:00,4,0,1,2,13.12,15.15,70,15.0013,0,6,6
5307,2011-12-15 05:00:00,4,0,1,2,13.12,15.15,70,19.0012,0,24,24
5308,2011-12-15 06:00:00,4,0,1,1,13.12,15.91,66,12.998,2,90,92
5309,2011-12-15 07:00:00,4,0,1,1,13.12,15.91,70,12.998,6,252,258
5310,2011-12-15 08:00:00,4,0,1,2,13.94,15.91,66,15.0013,8,449,457
5311,2011-12-15 09:00:00,4,0,1,2,14.76,16.665,62,19.0012,6,274,280
5312,2011-12-15 10:00:00,4,0,1,2,16.4,20.455,58,19.9995,4,105,109
5313,2011-12-15 11:00:00,4,0,1,2,16.4,20.455,62,27.9993,9,126,135
5315,2011-12-15 13:00:00,4,0,1,2,20.5,24.24,55,23.9994,14,150,164
5316,2011-12-15 14:00:00,4,0,1,2,21.32,25.0,52,22.0028,8,124,132
5317,2011-12-15 15:00:00,4,0,1,3,21.32,25.0,55,15.0013,6,76,82
5318,2011-12-15 16:00:00,4,0,1,3,18.86,22.725,72,11.0014,7,124,131
5322,2011-12-15 20:00:00,4,0,1,1,21.32,25.0,59,22.0028,12,209,221
5324,2011-12-15 22:00:00,4,0,1,1,21.32,25.0,63,22.0028,8,116,124
5325,2011-12-15 23:00:00,4,0,1,1,21.32,25.0,63,22.0028,10,104,114
5326,2011-12-16 00:00:00,4,0,1,1,20.5,24.24,72,22.0028,12,60,72
5328,2011-12-16 02:00:00,4,0,1,1,19.68,23.485,77,7.0015,0,23,23
5329,2011-12-16 03:00:00,4,0,1,1,18.86,22.725,82,8.9981,2,3,5
5330,2011-12-16 04:00:00,4,0,1,2,20.5,24.24,59,12.998,1,4,5
5331,2011-12-16 05:00:00,4,0,1,1,19.68,23.485,44,26.0027,0,26,26
5332,2011-12-16 06:00:00,4,0,1,2,18.04,21.97,33,19.9995,2,80,82
5333,2011-12-16 07:00:00,4,0,1,2,15.58,19.695,46,19.9995,5,226,231
5334,2011-12-16 08:00:00,4,0,1,1,14.76,16.665,46,27.9993,10,449,459
5336,2011-12-16 10:00:00,4,0,1,1,13.94,15.15,46,19.9995,10,122,132
5337,2011-12-16 11:00:00,4,0,1,2,13.94,15.15,42,19.9995,9,135,144
5338,2011-12-16 12:00:00,4,0,1,2,13.94,15.15,42,23.9994,10,163,173
5339,2011-12-16 13:00:00,4,0,1,2,13.94,15.15,39,23.9994,12,125,137
5340,2011-12-16 14:00:00,4,0,1,2,13.94,15.91,42,15.0013,13,115,128
5341,2011-12-16 15:00:00,4,0,1,2,13.12,15.15,45,19.9995,12,141,153
5343,2011-12-16 17:00:00,4,0,1,2,13.12,15.15,45,19.0012,13,352,365
5344,2011-12-16 18:00:00,4,0,1,2,13.12,15.15,45,16.9979,10,285,295
5345,2011-12-16 19:00:00,4,0,1,2,13.12,15.15,45,15.0013,11,203,214
5346,2011-12-16 20:00:00,4,0,1,2,13.12,15.91,45,12.998,6,146,152
5347,2011-12-16 21:00:00,4,0,1,2,13.12,15.91,45,11.0014,7,95,102
5348,2011-12-16 22:00:00,4,0,1,2,12.3,15.15,49,11.0014,6,100,106
5349,2011-12-16 23:00:00,4,0,1,2,12.3,15.15,49,8.9981,4,71,75
5350,2011-12-17 00:00:00,4,0,0,1,12.3,14.395,49,19.0012,3,59,62
5353,2011-12-17 03:00:00,4,0,0,1,10.66,12.88,60,12.998,4,22,26
5354,2011-12-17 04:00:00,4,0,0,1,9.84,12.12,65,11.0014,0,9,9
5355,2011-12-17 05:00:00,4,0,0,2,10.66,12.88,60,12.998,2,7,9
5357,2011-12-17 07:00:00,4,0,0,2,10.66,12.88,56,15.0013,0,20,20
5359,2011-12-17 09:00:00,4,0,0,2,10.66,12.12,56,16.9979,5,95,100
5360,2011-12-17 10:00:00,4,0,0,2,10.66,12.12,52,19.0012,10,171,181
5361,2011-12-17 11:00:00,4,0,0,2,11.48,12.88,45,22.0028,21,188,209
5362,2011-12-17 12:00:00,4,0,0,2,11.48,12.88,45,19.0012,28,216,244
5363,2011-12-17 13:00:00,4,0,0,2,11.48,13.635,48,16.9979,32,204,236
5364,2011-12-17 14:00:00,4,0,0,1,11.48,12.88,45,23.9994,30,207,237
5365,2011-12-17 15:00:00,4,0,0,1,11.48,12.88,45,19.0012,33,195,228
5366,2011-12-17 16:00:00,4,0,0,1,11.48,13.635,45,15.0013,30,192,222
5370,2011-12-17 20:00:00,4,0,0,1,9.02,10.605,69,16.9979,7,99,106
5373,2011-12-17 23:00:00,4,0,0,1,8.2,11.365,75,0.0,6,63,69
5375,2011-12-18 01:00:00,4,0,0,1,8.2,11.365,69,7.0015,3,43,46
5376,2011-12-18 02:00:00,4,0,0,1,9.02,12.12,55,7.0015,2,39,41
5378,2011-12-18 04:00:00,4,0,0,1,9.02,10.605,55,15.0013,0,1,1
5379,2011-12-18 05:00:00,4,0,0,1,8.2,11.365,59,7.0015,1,4,5
5380,2011-12-18 06:00:00,4,0,0,1,8.2,10.605,59,8.9981,0,3,3
5381,2011-12-18 07:00:00,4,0,0,1,8.2,10.605,59,11.0014,1,11,12
5382,2011-12-18 08:00:00,4,0,0,1,8.2,12.88,69,0.0,1,31,32
5384,2011-12-18 10:00:00,4,0,0,1,9.84,11.365,60,16.9979,7,122,129
5385,2011-12-18 11:00:00,4,0,0,2,9.84,11.365,60,15.0013,20,168,188
5387,2011-12-18 13:00:00,4,0,0,1,12.3,13.635,49,19.9995,18,210,228
5388,2011-12-18 14:00:00,4,0,0,1,12.3,14.395,49,19.0012,19,200,219
5389,2011-12-18 15:00:00,4,0,0,1,13.12,15.15,45,19.0012,23,184,207
5390,2011-12-18 16:00:00,4,0,0,1,11.48,13.635,48,16.9979,27,207,234
5391,2011-12-18 17:00:00,4,0,0,1,11.48,13.635,46,11.0014,10,126,136
5393,2011-12-18 19:00:00,4,0,0,1,10.66,13.635,52,8.9981,5,130,135
5395,2011-12-18 21:00:00,4,0,0,1,9.02,13.635,64,0.0,9,80,89
5396,2011-12-18 22:00:00,4,0,0,1,9.02,11.365,75,12.998,2,47,49
5397,2011-12-18 23:00:00,4,0,0,1,8.2,11.365,75,7.0015,6,31,37
5399,2011-12-19 01:00:00,4,0,1,1,7.38,10.605,80,6.0032,3,8,11
5402,2011-12-19 04:00:00,4,0,1,1,6.56,9.09,86,8.9981,0,4,4
5403,2011-12-19 05:00:00,4,0,1,1,5.74,8.335,93,7.0015,0,21,21
5406,2011-12-19 08:00:00,4,0,1,1,8.2,9.85,75,12.998,8,389,397
5408,2011-12-19 10:00:00,4,0,1,1,9.84,11.365,67,12.998,12,96,108
5412,2011-12-19 14:00:00,4,0,1,1,14.76,17.425,46,15.0013,30,107,137
5414,2011-12-19 16:00:00,4,0,1,1,16.4,20.455,40,16.9979,19,189,208
5419,2011-12-19 21:00:00,4,0,1,2,14.76,17.425,53,8.9981,15,112,127
5422,2012-01-01 00:00:00,1,0,0,1,14.76,18.94,66,0.0,5,43,48
5423,2012-01-01 01:00:00,1,0,0,1,14.76,17.425,66,8.9981,15,78,93
5424,2012-01-01 02:00:00,1,0,0,1,13.12,17.425,76,0.0,16,59,75
5426,2012-01-01 04:00:00,1,0,0,1,11.48,15.15,81,6.0032,0,8,8
5427,2012-01-01 05:00:00,1,0,0,1,11.48,14.395,81,7.0015,0,5,5
5428,2012-01-01 06:00:00,1,0,0,1,10.66,13.635,93,8.9981,1,1,2
5434,2012-01-01 12:00:00,1,0,0,1,16.4,20.455,62,19.0012,58,143,201
5435,2012-01-01 13:00:00,1,0,0,1,17.22,21.21,58,19.0012,82,141,223
5436,2012-01-01 14:00:00,1,0,0,1,18.04,21.97,54,19.9995,120,147,267
5437,2012-01-01 15:00:00,1,0,0,1,18.86,22.725,51,19.9995,101,164,265
5438,2012-01-01 16:00:00,1,0,0,2,18.04,21.97,54,19.9995,68,147,215
5439,2012-01-01 17:00:00,1,0,0,2,19.68,23.485,48,11.0014,36,75,111
5441,2012-01-01 19:00:00,1,0,0,3,17.22,21.21,67,26.0027,20,85,105
5444,2012-01-01 22:00:00,1,0,0,1,18.86,22.725,55,27.9993,13,53,66
5446,2012-01-02 00:00:00,1,1,0,1,16.4,20.455,40,31.0009,8,31,39
5449,2012-01-02 04:00:00,1,1,0,1,11.48,12.88,45,22.0028,0,4,4
5450,2012-01-02 05:00:00,1,1,0,1,11.48,12.88,45,22.0028,1,3,4
5451,2012-01-02 06:00:00,1,1,0,1,10.66,11.365,41,26.0027,0,14,14
5453,2012-01-02 08:00:00,1,1,0,1,9.84,11.365,35,16.9979,2,51,53
5455,2012-01-02 10:00:00,1,1,0,1,10.66,12.12,35,19.0012,20,89,109
5457,2012-01-02 12:00:00,1,1,0,1,11.48,13.635,36,16.9979,41,161,202
5466,2012-01-02 21:00:00,1,1,0,2,9.84,10.605,41,22.0028,3,63,66
5467,2012-01-02 22:00:00,1,1,0,2,9.02,10.605,44,19.0012,3,36,39
5471,2012-01-03 02:00:00,1,0,1,1,7.38,8.335,51,16.9979,0,3,3
5474,2012-01-03 05:00:00,1,0,1,1,5.74,6.82,54,12.998,0,12,12
5475,2012-01-03 06:00:00,1,0,1,1,5.74,6.06,59,19.0012,4,81,85
5476,2012-01-03 07:00:00,1,0,1,1,5.74,6.06,59,16.9979,2,168,170
5477,2012-01-03 08:00:00,1,0,1,1,6.56,6.82,55,19.0012,5,349,354
5481,2012-01-03 12:00:00,1,0,1,1,7.38,6.82,37,35.0008,4,70,74
5483,2012-01-03 14:00:00,1,0,1,1,6.56,6.06,43,35.0008,7,72,79
5484,2012-01-03 15:00:00,1,0,1,1,6.56,6.06,37,27.9993,9,68,77
5487,2012-01-03 18:00:00,1,0,1,1,5.74,4.545,26,35.0008,10,214,224
5488,2012-01-03 19:00:00,1,0,1,1,4.92,4.545,28,27.9993,4,152,156
5490,2012-01-03 21:00:00,1,0,1,1,4.1,5.305,36,15.0013,2,66,68
5493,2012-01-04 00:00:00,1,0,1,1,3.28,3.03,42,22.0028,0,9,9
5494,2012-01-04 01:00:00,1,0,1,1,1.64,1.515,38,19.9995,0,3,3
5495,2012-01-04 02:00:00,1,0,1,1,0.82,0.76,34,19.0012,0,1,1
5496,2012-01-04 03:00:00,1,0,1,1,0.82,0.76,34,19.0012,0,1,1
5497,2012-01-04 04:00:00,1,0,1,1,0.82,2.275,41,12.998,0,2,2
5498,2012-01-04 05:00:00,1,0,1,1,0.82,2.275,41,12.998,0,14,14
5499,2012-01-04 06:00:00,1,0,1,1,0.82,2.275,41,11.0014,0,59,59
5501,2012-01-04 08:00:00,1,0,1,1,0.82,3.03,44,8.9981,5,310,315
5502,2012-01-04 09:00:00,1,0,1,1,1.64,3.03,45,8.9981,7,173,180
5503,2012-01-04 10:00:00,1,0,1,1,2.46,5.305,45,0.0,7,57,64
5504,2012-01-04 11:00:00,1,0,1,2,3.28,6.06,42,6.0032,6,40,46
5505,2012-01-04 12:00:00,1,0,1,2,4.1,5.305,46,12.998,9,75,84
5508,2012-01-04 15:00:00,1,0,1,2,7.38,7.575,37,22.0028,9,81,90
